nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
Luis,Torres Díaz,75667898@sima.com,luis123,Derecho,3
Alonso,Quispe Mamani,63650439@sima.com,alonso123,Ingeniería Industrial,5
Elena,Torres Díaz,86538292@sima.com,elena123,Ingeniería Mecatrónica,2
Daniela,Paredes Silva,23243301@sima.com,daniela123,Tecnología Médica - Radiología,1
Camila,Vargas Soto,97370042@sima.com,camila123,Ingeniería Industrial,10
María,Flores Rojas,22820809@sima.com,maría123,Ingeniería Industrial,9
Diego,García Pérez,55195671@sima.com,diego123,Ingeniería Ambiental,6
Miguel,Quispe Mamani,76025216@sima.com,miguel123,Tecnología Médica - Radiología,10
Fernando,Ramos Medina,21804110@sima.com,fernando123,Enfermería,5
Paula,Vargas Soto,53228001@sima.com,paula123,Enfermería,1
Ricardo,Cruz Fernández,30305025@sima.com,ricardo123,Nutrición y Dietética,2
Diego,Paredes Silva,95498232@sima.com,diego123,Ingeniería Mecánica,1
Luis,Quispe Mamani,38649902@sima.com,luis123,Ingeniería Mecánica,8
Kevin,Castillo Huamán,55509219@sima.com,kevin123,Derecho,9
Diego,García Pérez,42934785@sima.com,diego123,Odontología,3
Carlos,Cruz Fernández,60428640@sima.com,carlos123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
Alonso,Cruz Fernández,84937846@sima.com,alonso123,Ingeniería Industrial,2
Camila,Vargas Soto,23108171@sima.com,camila123,Ingeniería Mecánica,6
Alonso,Vargas Soto,30484465@sima.com,alonso123,Ciencias de la Comunicación,8
Alonso,Paredes Silva,51414045@sima.com,alonso123,Nutrición y Dietética,10
Luis,Quispe Mamani,93595617@sima.com,luis123,Ingeniería de Sistemas e Informática,6
Diego,Torres Díaz,95942428@sima.com,diego123,Ingeniería Civil,3
José,Quispe Mamani,81907912@sima.com,josé123,Odontología,4
María,Mendoza López,58559988@sima.com,maría123,Ingeniería de Minas,4
Miguel,Cruz Fernández,87274896@sima.com,miguel123,Nutrición y Dietética,1
Carlos,Flores Rojas,30968121@sima.com,carlos123,Derecho,9
Carlos,Ramos Medina,19514954@sima.com,carlos123,Ingeniería de Minas,4
Andrea,Quispe Mamani,74617197@sima.com,andrea123,Ingeniería de Minas,3
Andrea,Quispe Mamani,42510504@sima.com,andrea123,Ingeniería Mecánica,3
Elena,García Pérez,70528275@sima.com,elena123,Arquitectura,2
Alonso,Flores Rojas,10519747@sima.com,alonso123,Ingeniería Civil,10
Ana,García Pérez,19562991@sima.com,ana123,Ingeniería Mecatrónica,8
Camila,Ramos Medina,45667550@sima.com,camila123,Medicina Humana,2
Ricardo,Cruz Fernández,31708097@sima.com,ricardo123,Medicina Humana,6
Miguel,Vargas Soto,99947080@sima.com,miguel123,Ingeniería Eléctrica,8
Ana,Mendoza López,98256393@sima.com,ana123,Ingeniería Mecánica,7
Diego,Ramos Medina,98885601@sima.com,diego123,Ingeniería Mecatrónica,2
Daniela,Castillo Huamán,81790976@sima.com,daniela123,Odontología,1
Carlos,Ramos Medina,82053697@sima.com,carlos123,Farmacia y Bioquímica,3
Ricardo,Flores Rojas,80270726@sima.com,ricardo123,Ingeniería Civil,8
Luis,Ramos Medina,61766831@sima.com,luis123,Ingeniería Ambiental,9
Paula,García Pérez,96882555@sima.com,paula123,Ingeniería Industrial,10
Ricardo,Flores Rojas,14555182@sima.com,ricardo123,Arquitectura,9
Alonso,Torres Díaz,84523823@sima.com,alonso123,Ingeniería Empresarial,4
Valeria,Flores Rojas,49906863@sima.com,valeria123,Arquitectura,3
Jorge,Cruz Fernández,85040927@sima.com,jorge123,Ingeniería Mecatrónica,10
Diego,García Pérez,58261256@sima.com,diego123,Ingeniería Eléctrica,6
Jorge,Paredes Silva,90479669@sima.com,jorge123,Farmacia y Bioquímica,4
Fernando,Flores Rojas,53419395@sima.com,fernando123,Tecnología Médica - Terapia Física y Rehabilitación,4
Carlos,Ramos Medina,73665133@sima.com,carlos123,Ingeniería Civil,10
Daniela,Vargas Soto,99596404@sima.com,daniela123,Nutrición y Dietética,4
Valeria,Quispe Mamani,33146164@sima.com,valeria123,Ingeniería de Sistemas e Informática,4
Jorge,Ramos Medina,46834480@sima.com,jorge123,Odontología,5
María,Castillo Huamán,79971851@sima.com,maría123,Ingeniería Civil,6
José,Ramos Medina,75399025@sima.com,josé123,Tecnología Médica - Terapia Física y Rehabilitación,3
Elena,Flores Rojas,30814524@sima.com,elena123,Enfermería,3
Ricardo,Cruz Fernández,73934388@sima.com,ricardo123,Enfermería,6
Camila,Paredes Silva,66615831@sima.com,camila123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Kevin,Quispe Mamani,55960595@sima.com,kevin123,Ingeniería de Sistemas e Informática,3
María,Vargas Soto,22867649@sima.com,maría123,Farmacia y Bioquímica,6
Luis,Vargas Soto,97296540@sima.com,luis123,Ingeniería Empresarial,5
Diego,Ramos Medina,85020430@sima.com,diego123,Ingeniería Mecatrónica,1
Kevin,Mendoza López,42161988@sima.com,kevin123,Nutrición y Dietética,7
Camila,Paredes Silva,77179618@sima.com,camila123,Ingeniería Empresarial,1
Camila,Ramos Medina,27072324@sima.com,camila123,Ingeniería Industrial,2
Valeria,Flores Rojas,56462082@sima.com,valeria123,Ciencias de la Comunicación,10
Valeria,Cruz Fernández,71332026@sima.com,valeria123,Odontología,5
Valeria,García Pérez,45892078@sima.com,valeria123,Tecnología Médica - Terapia Física y Rehabilitación,6
Ricardo,Quispe Mamani,93628723@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,8
María,Torres Díaz,27269456@sima.com,maría123,Arquitectura,4
Ana,García Pérez,38074098@sima.com,ana123,Odontología,8
Alonso,Ramos Medina,32066611@sima.com,alonso123,Ingeniería Eléctrica,1
Andrea,Cruz Fernández,91302214@sima.com,andrea123,Ciencias de la Comunicación,3
Valeria,García Pérez,73151592@sima.com,valeria123,Ciencias de la Comunicación,4
José,Flores Rojas,66560114@sima.com,josé123,Ingeniería Industrial,7
Jorge,Vargas Soto,64248407@sima.com,jorge123,Tecnología Médica - Terapia Física y Rehabilitación,1
Miguel,Torres Díaz,68224489@sima.com,miguel123,Farmacia y Bioquímica,10
Daniela,Castillo Huamán,35560550@sima.com,daniela123,Medicina Humana,1
María,Vargas Soto,36025442@sima.com,maría123,Medicina Humana,7
Paula,Quispe Mamani,37603381@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Andrea,Paredes Silva,43837612@sima.com,andrea123,Arquitectura,8
Diego,García Pérez,97751830@sima.com,diego123,Medicina Humana,7
Paula,Quispe Mamani,29105777@sima.com,paula123,Farmacia y Bioquímica,9
Carlos,Castillo Huamán,26899100@sima.com,carlos123,Ingeniería de Minas,8
José,Paredes Silva,20659072@sima.com,josé123,Enfermería,7
Alonso,Cruz Fernández,47073308@sima.com,alonso123,Arquitectura,5
Lucía,Vargas Soto,12881416@sima.com,lucía123,Ingeniería de Minas,2
José,García Pérez,26767574@sima.com,josé123,Ingeniería de Minas,3
Diego,Castillo Huamán,57645316@sima.com,diego123,Ingeniería Ambiental,5
Camila,Quispe Mamani,55154657@sima.com,camila123,Tecnología Médica - Terapia Física y Rehabilitación,4
José,Torres Díaz,80515616@sima.com,josé123,Ingeniería Eléctrica,3
Andrea,Castillo Huamán,35536145@sima.com,andrea123,Ingeniería Ambiental,4
Daniela,Quispe Mamani,20025968@sima.com,daniela123,Derecho,9
Valeria,Ramos Medina,52032367@sima.com,valeria123,Derecho,9
Diego,Cruz Fernández,38041603@sima.com,diego123,Ingeniería de Sistemas e Informática,5
Diego,Paredes Silva,45992696@sima.com,diego123,Tecnología Médica - Radiología,4
Daniela,Flores Rojas,36000057@sima.com,daniela123,Ingeniería Eléctrica,1
Fernando,Quispe Mamani,37343521@sima.com,fernando123,Medicina Humana,2
Alonso,Castillo Huamán,81106885@sima.com,alonso123,Ingeniería de Sistemas e Informática,4
Diego,Ramos Medina,95546955@sima.com,diego123,Ingeniería Civil,5
Lucía,Quispe Mamani,31036378@sima.com,lucía123,Derecho,10
Diego,Mendoza López,22580324@sima.com,diego123,Tecnología Médica - Terapia Física y Rehabilitación,10
Diego,Vargas Soto,63913365@sima.com,diego123,Tecnología Médica - Radiología,1
Carlos,García Pérez,47490136@sima.com,carlos123,Ingeniería de Minas,10
Miguel,Mendoza López,56135522@sima.com,miguel123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,4
Andrea,Quispe Mamani,41922301@sima.com,andrea123,Medicina Humana,10
Miguel,García Pérez,95956533@sima.com,miguel123,Ciencias de la Comunicación,9
José,Paredes Silva,73984065@sima.com,josé123,Derecho,9
Carlos,Vargas Soto,87609975@sima.com,carlos123,Derecho,1
Alonso,Paredes Silva,91387687@sima.com,alonso123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Camila,Quispe Mamani,59769642@sima.com,camila123,Medicina Humana,10
Valeria,García Pérez,90381256@sima.com,valeria123,Ingeniería Ambiental,6
Luis,Torres Díaz,97491663@sima.com,luis123,Farmacia y Bioquímica,8
Daniela,Vargas Soto,78138580@sima.com,daniela123,Tecnología Médica - Radiología,9
Luis,Cruz Fernández,74528420@sima.com,luis123,Tecnología Médica - Radiología,1
Ricardo,Mendoza López,54934467@sima.com,ricardo123,Ingeniería Mecatrónica,9
Lucía,Paredes Silva,58614059@sima.com,lucía123,Ingeniería Mecatrónica,3
Lucía,García Pérez,46944162@sima.com,lucía123,Ciencias de la Comunicación,7
Carlos,Vargas Soto,54088769@sima.com,carlos123,Arquitectura,6
Jorge,Mendoza López,59347549@sima.com,jorge123,Ingeniería Industrial,2
Valeria,Mendoza López,22682567@sima.com,valeria123,Ingeniería Mecánica,4
José,Castillo Huamán,46899242@sima.com,josé123,Ingeniería Eléctrica,3
Ricardo,Cruz Fernández,57684695@sima.com,ricardo123,Ingeniería Eléctrica,6
Andrea,Vargas Soto,42937075@sima.com,andrea123,Ingeniería Industrial,8
Elena,Cruz Fernández,66958118@sima.com,elena123,Ingeniería de Minas,5
Diego,Ramos Medina,10273122@sima.com,diego123,Ingeniería Ambiental,9
Ricardo,García Pérez,98670017@sima.com,ricardo123,Ingeniería Mecatrónica,6
Fernando,Flores Rojas,52023666@sima.com,fernando123,Farmacia y Bioquímica,3
Sofía,Cruz Fernández,76229651@sima.com,sofía123,Ingeniería Mecatrónica,3
Jorge,Ramos Medina,66953309@sima.com,jorge123,Ingeniería Eléctrica,1
Kevin,Mendoza López,53042289@sima.com,kevin123,Ingeniería de Sistemas e Informática,1
Jorge,Vargas Soto,67028129@sima.com,jorge123,Ingeniería de Sistemas e Informática,10
José,Ramos Medina,51493082@sima.com,josé123,Medicina Humana,6
Miguel,Vargas Soto,45602325@sima.com,miguel123,Ingeniería Mecánica,5
María,García Pérez,75825628@sima.com,maría123,Enfermería,10
Alonso,Ramos Medina,39027845@sima.com,alonso123,Enfermería,7
Paula,Vargas Soto,74686842@sima.com,paula123,Tecnología Médica - Terapia Física y Rehabilitación,3
Kevin,Flores Rojas,63537928@sima.com,kevin123,Ciencias de la Comunicación,6
Sofía,Flores Rojas,18225595@sima.com,sofía123,Ingeniería Mecatrónica,7
Andrea,García Pérez,80465643@sima.com,andrea123,Ingeniería Mecatrónica,8
Lucía,García Pérez,12447802@sima.com,lucía123,Derecho,10
Daniela,García Pérez,57071756@sima.com,daniela123,Odontología,1
Carlos,Torres Díaz,27355170@sima.com,carlos123,Nutrición y Dietética,2
Ana,Torres Díaz,92437164@sima.com,ana123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Fernando,Flores Rojas,42441772@sima.com,fernando123,Derecho,5
Sofía,Paredes Silva,38805995@sima.com,sofía123,Ingeniería Ambiental,2
Luis,Mendoza López,79704333@sima.com,luis123,Derecho,1
Luis,Paredes Silva,68752503@sima.com,luis123,Ingeniería de Sistemas e Informática,2
José,Castillo Huamán,79573174@sima.com,josé123,Farmacia y Bioquímica,4
Sofía,García Pérez,12506003@sima.com,sofía123,Derecho,10
Sofía,Castillo Huamán,43785188@sima.com,sofía123,Ingeniería Mecatrónica,9
Daniela,Mendoza López,74250099@sima.com,daniela123,Ingeniería de Minas,1
Miguel,Ramos Medina,74699384@sima.com,miguel123,Arquitectura,2
Valeria,Flores Rojas,59479843@sima.com,valeria123,Ingeniería Mecánica,4
Miguel,Castillo Huamán,45499021@sima.com,miguel123,Enfermería,4
Camila,Mendoza López,66898028@sima.com,camila123,Ingeniería Ambiental,3
Diego,Mendoza López,24860193@sima.com,diego123,Odontología,4
Miguel,Ramos Medina,98031297@sima.com,miguel123,Medicina Humana,3
Jorge,Quispe Mamani,15730179@sima.com,jorge123,Farmacia y Bioquímica,3
Kevin,García Pérez,16351645@sima.com,kevin123,Odontología,1
Kevin,García Pérez,56327924@sima.com,kevin123,Ingeniería Ambiental,9
María,García Pérez,61744213@sima.com,maría123,Ingeniería Civil,9
Sofía,Quispe Mamani,92523225@sima.com,sofía123,Derecho,1
Andrea,Vargas Soto,98372858@sima.com,andrea123,Ciencias de la Comunicación,10
Daniela,Paredes Silva,17702445@sima.com,daniela123,Ingeniería Mecatrónica,7
Lucía,Castillo Huamán,17502276@sima.com,lucía123,Tecnología Médica - Terapia Física y Rehabilitación,7
Valeria,Flores Rojas,93551000@sima.com,valeria123,Enfermería,10
Kevin,García Pérez,81805458@sima.com,kevin123,Odontología,8
Elena,Paredes Silva,57537576@sima.com,elena123,Ciencias de la Comunicación,2
Paula,Mendoza López,97886563@sima.com,paula123,Ingeniería Ambiental,1
Diego,García Pérez,25423248@sima.com,diego123,Ciencias de la Comunicación,10
José,Mendoza López,12794235@sima.com,josé123,Nutrición y Dietética,1
María,Paredes Silva,87264176@sima.com,maría123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ricardo,García Pérez,47543984@sima.com,ricardo123,Ingeniería Mecánica,2
Ana,Quispe Mamani,19928025@sima.com,ana123,Odontología,10
María,Torres Díaz,13816882@sima.com,maría123,Arquitectura,10
Ricardo,Mendoza López,68843382@sima.com,ricardo123,Odontología,10
Jorge,Quispe Mamani,61867495@sima.com,jorge123,Ingeniería Empresarial,5
Valeria,Flores Rojas,12770132@sima.com,valeria123,Ciencias de la Comunicación,7
Kevin,Castillo Huamán,13635203@sima.com,kevin123,Tecnología Médica - Radiología,8
Camila,Castillo Huamán,49635670@sima.com,camila123,Ingeniería de Minas,5
Paula,Vargas Soto,53258436@sima.com,paula123,Ingeniería Industrial,10
Jorge,Quispe Mamani,76138905@sima.com,jorge123,Ingeniería Mecánica,1
Fernando,Mendoza López,38638367@sima.com,fernando123,Tecnología Médica - Terapia Física y Rehabilitación,8
Sofía,Vargas Soto,68468890@sima.com,sofía123,Ingeniería de Minas,5
Ricardo,Quispe Mamani,95041593@sima.com,ricardo123,Ingeniería Mecatrónica,2
Camila,Flores Rojas,10865248@sima.com,camila123,Ingeniería de Minas,10
Jorge,Flores Rojas,22367360@sima.com,jorge123,Ingeniería Mecatrónica,10
José,Paredes Silva,86841108@sima.com,josé123,Ingeniería Empresarial,3
Lucía,Paredes Silva,92044585@sima.com,lucía123,Tecnología Médica - Terapia Física y Rehabilitación,8
Camila,Quispe Mamani,69816125@sima.com,camila123,Ingeniería Eléctrica,9
Jorge,Flores Rojas,40148673@sima.com,jorge123,Ingeniería Civil,10
Daniela,Cruz Fernández,21764815@sima.com,daniela123,Tecnología Médica - Terapia Física y Rehabilitación,1
Andrea,Torres Díaz,68350850@sima.com,andrea123,Ingeniería Mecánica,8
Elena,Mendoza López,46290827@sima.com,elena123,Enfermería,10
Luis,Paredes Silva,87352165@sima.com,luis123,Ingeniería de Sistemas e Informática,5
Lucía,Mendoza López,64194034@sima.com,lucía123,Ingeniería Ambiental,3
Miguel,Quispe Mamani,79617798@sima.com,miguel123,Tecnología Médica - Radiología,9
Sofía,Ramos Medina,19428172@sima.com,sofía123,Ingeniería Mecánica,6
Valeria,Cruz Fernández,63587109@sima.com,valeria123,Ingeniería Mecatrónica,3
Kevin,Ramos Medina,22966451@sima.com,kevin123,Ingeniería Eléctrica,9
María,Flores Rojas,22664979@sima.com,maría123,Ingeniería de Sistemas e Informática,8
Lucía,Castillo Huamán,13505579@sima.com,lucía123,Farmacia y Bioquímica,3
Carlos,Ramos Medina,62231118@sima.com,carlos123,Nutrición y Dietética,10
Kevin,Mendoza López,20325713@sima.com,kevin123,Ingeniería de Minas,3
Sofía,García Pérez,28559596@sima.com,sofía123,Farmacia y Bioquímica,4
José,Paredes Silva,45038579@sima.com,josé123,Ciencias de la Comunicación,2
Miguel,Quispe Mamani,79065271@sima.com,miguel123,Ciencias de la Comunicación,6
Ana,Flores Rojas,23082371@sima.com,ana123,Ingeniería de Sistemas e Informática,1
Lucía,Vargas Soto,28722727@sima.com,lucía123,Ingeniería Civil,9
Alonso,Torres Díaz,53939378@sima.com,alonso123,Ingeniería Industrial,5
Luis,Paredes Silva,45280833@sima.com,luis123,Ingeniería Civil,3
Camila,Torres Díaz,31280252@sima.com,camila123,Nutrición y Dietética,1
José,Flores Rojas,71022064@sima.com,josé123,Odontología,2
Daniela,Paredes Silva,20300029@sima.com,daniela123,Ingeniería Mecatrónica,10
Ricardo,Vargas Soto,96658482@sima.com,ricardo123,Farmacia y Bioquímica,1
Fernando,Cruz Fernández,26663826@sima.com,fernando123,Tecnología Médica - Radiología,7
Daniela,Flores Rojas,68582477@sima.com,daniela123,Nutrición y Dietética,2
Miguel,Castillo Huamán,84092644@sima.com,miguel123,Ingeniería de Minas,7
Paula,García Pérez,85239372@sima.com,paula123,Arquitectura,5
Alonso,Paredes Silva,67057768@sima.com,alonso123,Ingeniería Mecánica,1
Ana,Ramos Medina,61789982@sima.com,ana123,Odontología,9
Camila,Torres Díaz,96756677@sima.com,camila123,Farmacia y Bioquímica,1
Ana,Torres Díaz,53736957@sima.com,ana123,Ingeniería de Minas,5
Diego,Mendoza López,91178513@sima.com,diego123,Nutrición y Dietética,1
Luis,Flores Rojas,54749823@sima.com,luis123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Alonso,Ramos Medina,82022350@sima.com,alonso123,Ingeniería de Sistemas e Informática,2
Ricardo,García Pérez,23746697@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,7
Lucía,Mendoza López,46624330@sima.com,lucía123,Ingeniería Eléctrica,1
Fernando,Castillo Huamán,34399741@sima.com,fernando123,Ingeniería Industrial,2
Ricardo,García Pérez,73894311@sima.com,ricardo123,Farmacia y Bioquímica,8
Diego,Flores Rojas,67283583@sima.com,diego123,Ingeniería de Sistemas e Informática,7
Camila,Ramos Medina,52595812@sima.com,camila123,Ingeniería Empresarial,10
Kevin,Ramos Medina,16314903@sima.com,kevin123,Tecnología Médica - Terapia Física y Rehabilitación,8
Lucía,Mendoza López,84954506@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Ana,Quispe Mamani,11061497@sima.com,ana123,Farmacia y Bioquímica,8
Valeria,Torres Díaz,77821662@sima.com,valeria123,Ingeniería Empresarial,3
Miguel,García Pérez,65349671@sima.com,miguel123,Medicina Humana,9
Daniela,Torres Díaz,81907382@sima.com,daniela123,Nutrición y Dietética,3
Camila,Quispe Mamani,42680027@sima.com,camila123,Farmacia y Bioquímica,3
Jorge,Castillo Huamán,75563442@sima.com,jorge123,Ingeniería de Sistemas e Informática,1
Andrea,Quispe Mamani,54015222@sima.com,andrea123,Ingeniería de Sistemas e Informática,6
Elena,Quispe Mamani,54993294@sima.com,elena123,Farmacia y Bioquímica,5
Miguel,Torres Díaz,41237074@sima.com,miguel123,Ingeniería Eléctrica,2
Paula,Castillo Huamán,67778037@sima.com,paula123,Tecnología Médica - Terapia Física y Rehabilitación,5
Carlos,Quispe Mamani,32527513@sima.com,carlos123,Medicina Humana,2
María,Flores Rojas,14762098@sima.com,maría123,Ciencias de la Comunicación,8
